LEAID,LEA_NAME,LEA_TYPE_TEXT,STABR,STATENAME,LCITY,LSTATE,LZIP,GSLO,GSHI,AGCHRT,SCH,TOTTCH,TOTGUI,MEMBER,AM,AS,HI,BL,WH,HP,TR
5900041,Northern Cheyenne Tribal School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Busby,MT,59016,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900178,Two Eagle River School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Pablo,MT,59855,8,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900103,Kickapoo Nation School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Powhattan,KS,66527,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900146,Chitimacha Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Jeanerette,LA,70544,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900163,Riverside Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Anadarko,OK,73006,4,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900034,Sequoyah High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tahlequah,OK,74465,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900058,Tate Topa Tribal School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Hartshorne,OK,74547,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900200,Jones Academy,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Hartshorne,OK,74547,1,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900141,St Stephens Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,St Stephens,WY,82524,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900097,Shoshone-Bannock School District No 512,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Fort Hall,ID,83203,6,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900071,Coeur d' Alene Tribal School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,De Smet,ID,83824,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900094,Aneth Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Montezuma Creek,UT,84534,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900186,Casa Blanca Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Bapchule,AZ,85221,KG,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900142,Blackwater Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Coolidge,AZ,85228,KG,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900120,Salt River Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Scottsdale,AZ,85256,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900192,Gila Crossing Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Laveen,AZ,85339,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900030,Santa Rosa Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Sells,AZ,85634,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900086,Santa Rosa Ranch School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Sells,AZ,85634,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900156,San Simon School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Sells,AZ,85634,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900169,Tohono O'odham High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Sells,AZ,85634,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900145,Dishchii' bikoh Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Cibecue,AZ,85911,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900132,Theodore Roosevelt School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Fort Apache,AZ,85926,6,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900076,John F Kennedy Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,White River,AZ,85941,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900131,Hotevilla Bacavi Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Hotevilla,AZ,86030,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900052,Chilchinbeto Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Kayenta,AZ,86033,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900063,Kayenta Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Kayenta,AZ,86033,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900072,Hopi Jr-Sr High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Keams Canyon,AZ,86034,7,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900175,Keams Canyon Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Keams Canyon,AZ,86034,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900029,Hopi Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Kykotsmovi,AZ,86039,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900089,Rocky Ridge Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Kykotsmovi,AZ,86039,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900121,First Mesa Elem School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Polacca,AZ,86042,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900082,Second Mesa Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Second Mesa,AZ,86043,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900026,Naa Tsis'ana,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tonalea,AZ,86044,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900170,Tonalea Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tonalea,AZ,86044,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900037,Tuba City Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tuba City,AZ,86045,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900040,Moencopi Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tuba City,AZ,86045,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900133,Greyhills Academy High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tuba City,AZ,86045,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900110,Leupp School Inc,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Winslow,AZ,86047,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900139,Dilcon Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Winslow,AZ,86047,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900159,Little Singer Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Winslow,AZ,86047,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900193,Seba Dalkai Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Winslow,AZ,86047,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900180,Kaibeto Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Kaibeto,AZ,86053,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900128,Shonto Preparatory School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Shonto,AZ,86054,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900165,Havasupai Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Supai,AZ,86435,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900062,Wide Ruins Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Chambers,AZ,86502,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900032,Cottonwood Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Chinle,AZ,86503,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900171,Rough Rock Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Chinle,AZ,86503,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900043,Nazlini Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Ganado,AZ,86505,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900109,Kin Dah Lichi'i Olta,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Ganado,AZ,86505,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900182,Greasewood Springs Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Ganado,AZ,86505,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900152,Pine Springs Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Houck,AZ,86506,KG,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900112,Lukachukai Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Lukachukai,AZ,86507,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900079,Jeehdeez'a Academy Inc,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Pinon,AZ,86510,KG,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900088,Pinon Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Pinon,AZ,86510,KG,,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900102,Black Mesa Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Pinon,AZ,86510,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900049,Hunters Point Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,St Michaels,AZ,86511,KG,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900168,T'iis Nazbas Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,TeecNosPos,AZ,86514,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900099,Dennehotso Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Dennehotso,AZ,86535,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900148,Many Farms Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Many Farms,AZ,86538,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900161,Many Farms High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Many Farms,AZ,86538,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900035,Red Rock Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Red Valley,AZ,86544,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900065,Cove Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Red Valley,AZ,86544,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900122,Rock Point Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Rock Point,AZ,86545,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900151,San Felipe Pueblo Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,San Felipe Pueblo,NM,87001,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900044,Na' Neelzhiin Ji'Olta,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Cuba,NM,87013,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900084,Ojo Encino Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Cuba,NM,87013,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900136,Pueblo Pintado Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Cuba,NM,87013,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900081,Isleta Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Isleta,NM,87022,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900140,Jemez Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Jemez Pueblo,NM,87024,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900050,Laguna Middle School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Laguna,NM,87026,6,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900184,Laguna Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Laguna,NM,87026,KG,5,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900191,To'hajiilee Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Canoncito,NM,87026,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900087,Baca-Dlo'ay Azhi Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Prewitt,NM,87045,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900060,T'siya Elementary and Middle School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Zia Pueblo,NM,87053,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900195,Sky City Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Acoma,NM,87304,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900138,Bread Springs Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Gallup,NM,87305,KG,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900056,Tse'ii'ahi' Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Crownpoint,NM,87313,KG,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900125,Lake Valley Navajo School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Crownpoint,NM,87313,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900155,Dibe Yazhi Habltiin Olta' Inc,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Crownpoint,NM,87313,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900167,Mariano Lake Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Crownpoint,NM,87313,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900177,T'iists'oozi'bi'olta,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Crownpoint,NM,87313,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900059,Wingate Elementary School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Ft Wingate,NM,87316,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900119,Wingate High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Ft Wingate,NM,87316,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900048,Ch'ooshgai Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Tohatchi,NM,87325,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900179,Chi Chil'tah Comm School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Vanderwagon,NM,87326,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900098,Crystal Boarding School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Navajo,NM,87328,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900108,Pine Hill Schools,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Pine Hills,NM,87357,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900116,Navajo Preparatory School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Farmington,NM,87401,9,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900033,Dzilth-Na-O-Dith-Hle Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Bloomfield,NM,87413,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900074,Hanaa'dli Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Bloomfield,NM,87413,KG,,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900157,Nenahnezad Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Fruitland,NM,87416,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900126,Shiprock Northwest High School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Shiprock,NM,87420,7,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900147,Atsa' Biya' a'zh Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Shiprock,NM,87420,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900188,Beclabito Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Shiprock,NM,87420,KG,4,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900150,Tohaali' Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Newcomb,NM,87455,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900075,Sanostee Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Sanostee,NM,87461,KG,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900130,Santa Fe Indian School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Santa Fe,NM,87502,7,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900028,San Ildefonso Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Santa Fe,NM,87506,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900039,Te Tsu Geh Oweenge Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Santa Fe,NM,87506,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900069,Santa Clara Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Espanola,NM,87532,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900162,Ohkay Owingeh Community School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Ohkay Owingeh Pueblo,NM,87566,KG,6,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900174,Taos Day School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Taos,NM,87571,KG,8,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5900046,Alamo Navajo School,Local school district that is a component of a supervisory union,BI,BUREAU OF INDIAN EDUCATION,Magdalena,NM,87825,KG,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
